PMID,Label,Journal Title ISO Abbreviation,NLM ID,Year,Title,Abstract
17525332,1,Ann. Neurol.,7707449,2009,Human neural stem cells ameliorate autoimmune encephalomyelitis in non-human primates.,"OBJECTIVE: Transplanted neural stem/precursor cells (NPCs) display peculiar therapeutic plasticity in vivo. Although the replacement of cells was first expected as the prime therapeutic mechanism of stem cells in regenerative medicine, it is now clear that transplanted NPCs simultaneously instruct several therapeutic mechanisms, among which replacement of cells might not necessarily prevail. A comprehensive understanding of the mechanism(s) by which NPCs exert their therapeutic plasticity is lacking. This study was designed as a preclinical approach to test the feasibility of human NPC transplantation in an outbreed nonhuman primate experimental autoimmune encephalomyelitis (EAE) model approximating the clinical and complex neuropathological situation of human multiple sclerosis (MS) more closely than EAE in the standard laboratory rodent. METHODS: We examined the safety and efficacy of the intravenous (IV) and intrathecal (IT) administration of human NPCs in common marmosets affected by human myelin oligodendrocyte glycoprotein 1-125-induced EAE. Treatment commenced upon the occurrence of detectable brain lesions on a 4.7T spectrometer. RESULTS: EAE marmosets injected IV or IT with NPCs accumulated lower disability and displayed increased survival, as compared with sham-treated controls. Transplanted NPCs persisted within the host central nervous system (CNS), but were also found in draining lymph nodes, for up to 3 months after transplantation and exhibited remarkable immune regulatory capacity in vitro. INTERPRETATION: Herein, we provide the first evidence that human CNS stem cells ameliorate EAE in nonhuman primates without overt side effects. Immune regulation (rather than neural differentiation) is suggested as the major putative mechanism by which NPCs ameliorate EAE in vivo. Our findings represent a critical step toward the clinical use of human NPCs in MS."
17525340,1,PLoS Biol.,101183755,2009,Dynamic interpretation of hedgehog signaling in the Drosophila wing disc.,"Morphogens are classically defined as molecules that control patterning by acting at a distance to regulate gene expression in a concentration-dependent manner. In the Drosophila wing imaginal disc, secreted Hedgehog (Hh) forms an extracellular gradient that organizes patterning along the anterior-posterior axis and specifies at least three different domains of gene expression. Although the prevailing view is that Hh functions in the Drosophila wing disc as a classical morphogen, a direct correspondence between the borders of these patterns and Hh concentration thresholds has not been demonstrated. Here, we provide evidence that the interpretation of Hh signaling depends on the history of exposure to Hh and propose that a single concentration threshold is sufficient to support multiple outputs. Using mathematical modeling, we predict that at steady state, only two domains can be defined in response to Hh, suggesting that the boundaries of two or more gene expression patterns cannot be specified by a static Hh gradient. Computer simulations suggest that a spatial &quot;overshoot&quot; of the Hh gradient occurs, i.e., a transient state in which the Hh profile is expanded compared to the Hh steady-state gradient. Through a temporal examination of Hh target gene expression, we observe that the patterns initially expand anteriorly and then refine, providing in vivo evidence for the overshoot. The Hh gene network architecture suggests this overshoot results from the Hh-dependent up-regulation of the receptor, Patched (Ptc). In fact, when the network structure was altered such that the ptc gene is no longer up-regulated in response to Hh-signaling activation, we found that the patterns of gene expression, which have distinct borders in wild-type discs, now overlap. Our results support a model in which Hh gradient dynamics, resulting from Ptc up-regulation, play an instructional role in the establishment of patterns of gene expression."
17525731,1,PLoS Pathog.,101238921,2009,A novel system for the launch of alphavirus RNA synthesis reveals a role for the Imd pathway in arthropod antiviral response.,"Alphaviruses are RNA viruses transmitted between vertebrate hosts by arthropod vectors, primarily mosquitoes. How arthropods counteract alphaviruses or viruses per se is not very well understood. Drosophila melanogaster is a powerful model system for studying innate immunity against bacterial and fungal infections. In this study we report the use of a novel system to analyze replication of Sindbis virus (type species of the alphavirus genus) RNA following expression of a Sindbis virus replicon RNA from the fly genome. We demonstrate deficits in the immune deficiency (Imd) pathway enhance viral replication while mutations in the Toll pathway fail to affect replication. Similar results were observed with intrathoracic injections of whole virus and confirmed in cultured mosquito cells. These findings show that the Imd pathway mediates an antiviral response to Sindbis virus replication. To our knowledge, this is the first demonstration of an antiviral role for the Imd pathway in insects."
17525732,1,PLoS Genet.,101239074,2009,Nucleolar proteins suppress Caenorhabditis elegans innate immunity by inhibiting p53/CEP-1.,"The tumor suppressor p53 has been implicated in multiple functions that play key roles in health and disease, including ribosome biogenesis, control of aging, and cell cycle regulation. A genetic screen for negative regulators of innate immunity in Caenorhabditis elegans led to the identification of a mutation in NOL-6, a nucleolar RNA-associated protein (NRAP), which is involved in ribosome biogenesis and conserved across eukaryotic organisms. Mutation or silencing of NOL-6 and other nucleolar proteins results in an enhanced resistance to bacterial infections. A full-genome microarray analysis on animals with altered immune function due to mutation in nol-6 shows increased transcriptional levels of genes regulated by a p53 homologue, CEP-1. Further studies indicate that the activation of innate immunity by inhibition of nucleolar proteins requires p53/CEP-1 and its transcriptional target SYM-1. Since nucleoli and p53/CEP-1 are conserved, our results reveal an ancient immune mechanism by which the nucleolus may regulate immune responses against bacterial pathogens."
17525734,1,PLoS Comput. Biol.,101238922,2009,Noise management by molecular networks.,"Fluctuations in the copy number of key regulatory macromolecules (&quot;noise&quot;) may cause physiological heterogeneity in populations of (isogenic) cells. The kinetics of processes and their wiring in molecular networks can modulate this molecular noise. Here we present a theoretical framework to study the principles of noise management by the molecular networks in living cells. The theory makes use of the natural, hierarchical organization of those networks and makes their noise management more understandable in terms of network structure. Principles governing noise management by ultrasensitive systems, signaling cascades, gene networks and feedback circuitry are discovered using this approach. For a few frequently occurring network motifs we show how they manage noise. We derive simple and intuitive equations for noise in molecule copy numbers as a determinant of physiological heterogeneity. We show how noise levels and signal sensitivity can be set independently in molecular networks, but often changes in signal sensitivity affect noise propagation. Using theory and simulations, we show that negative feedback can both enhance and reduce noise. We identify a trade-off; noise reduction in one molecular intermediate by negative feedback is at the expense of increased noise in the levels of other molecules along the feedback loop. The reactants of the processes that are strongly (cooperatively) regulated, so as to allow for negative feedback with a high strength, will display enhanced noise."
17525735,1,Nature,410462,2009,Beyond the myth of the supernova-remnant origin of cosmic rays.,"The origin of Galactic cosmic-ray ions has remained an enigma for almost a century. Although it has generally been thought that they are accelerated in the shock waves associated with powerful supernova explosions-for which there have been recent claims of evidence-the mystery is far from resolved. In fact, we may be on the wrong track altogether in looking for isolated regions of cosmic-ray acceleration."
17535111,1,Ann. Neurol.,7707449,2009,A neural network critical for spelling.,"We aimed to identify neuroanatomical regions associated with deficits to the graphemic buffer, a working memory component of the spelling system that holds the sequence of letter identities during production. We evaluated 331 patients with left hemisphere ischemic stroke with various spelling tests and magnetic resonance diffusion-weighted imaging and perfusion-weighted imaging, within 48 hours of stroke onset. A voxel-wise statistical map showed that ischemia in voxels in posterior and inferior frontal and parietal cortex, subcortical white matter underlying prefrontal cortex, lateral occipital gyrus, or caudate was associated with impairment in maintaining the sequence of letter identities while spelling."
17535800,1,Ann. Neurol.,7707449,2009,Pivotal studies of orphan drugs approved for neurological diseases.,"OBJECTIVE: To identify design elements of clinical trials leading to US Food and Drug Administration approval of drugs for neurological diseases with and without orphan indications. METHODS: We used publicly available information to identify approvals for drugs for neurological diseases with an orphan indication (n = 19) and compared them with recent approvals for drugs for neurological diseases without an orphan indication (n = 20). We identified &quot;pivotal trials&quot; from drug labels and drug approval packages, and assessed them on four elements of clinical trial design: control, blinding, randomization, and size. RESULTS: All drugs for neurological diseases (100%) approved without an orphan indication included at least two randomized, double-blind, placebo-controlled trials. In comparison, 32% of drugs with an orphan indication had at least two such trials (p &lt; 0.001) and 74% had at least one (p = 0.02). Thirty-three pivotal trials were conducted for the 19 drugs approved with an orphan indication. Of the 33 trials, 11 (33%) did not use a placebo control, 9 (27%) were not double blind, and 4 (12%) were not randomized. Drugs approved without an orphan indication had more pivotal trials per drug (3.8 vs 1.7 trials; p &lt; 0.001) and a larger mean trial size (506 vs 164 trial participants; p &lt; 0.001). INTERPRETATION: The US Food and Drug Administration has approved orphan drugs for neurological diseases without randomized, doubled-blind, placebo-controlled pivotal trials. As orphan drug development grows, demand will likely increase for alternative designs for conducting adequate and well-controlled studies to demonstrate drug efficacy."
17535810,1,Ann. Neurol.,7707449,2009,Digit-specific aberrations in the primary somatosensory cortex in Writer's cramp.,"OBJECTIVE: One approach to the treatment of focal hand dystonia (FHD) is via sensory-based training regimes. It is known that FHD patients demonstrate a reduced distance between the representations of digits 1 and 5 and also digits 2 and 5 in primary somatosensory cortex. However, we lack information on the spatial relationships among digits, such as reduced inter-digit spacing or shifts of representations within the cortical areas, and whether aberrations are specific to symptomatic digits. Our aim was to characterize the spatial relationships among individual digits to determine the types of aberrations that exist and whether these are specific to symptomatic digits only. METHODS: Using high-resolution fMRI over a limited volume and surface-based mapping techniques, the cortical representations of all digits of the dystonia-affected hand within the sub-regions of the postcentral gyrus were mapped in patients with task-specific Writer's cramp (WC). RESULTS: In area 3b, digits directly involved in writing (D1, D2 and D3) show reduced inter-digit separation, reversals, and overlapping activation. The thumb representation occupies territory normally occupied by digit 2 in controls. Asymptomatic digits 4 and 5 preserve their inter-digit separation yet shift towards the D1/D2/D3 cluster, suggesting that reduced spacing, not simply digit shifts, are associated with dystonia symptoms. Area 3a was less responsive to sensory input in WC patients providing evidence of reduced afferent drive or top-down modulation to this sub-region. INTERPRETATION: Therapeutic regimes aimed at facilitating inter-digit separation of digits 1, 2 and 3 may promote beneficial plasticity in WC patients."
17535814,1,Int. J. Biol. Sci.,101235568,2009,Disruption of the BMEI0066 gene attenuates the virulence of Brucella melitensis and decreases its stress tolerance.,"Brucella melitensis is a facultative intracellular pathogen. An operon composed of BMEI0066, which encodes a two-component response regulator CenR, and BMEI0067, which encodes a cAMP-dependent protein kinase regulatory subunit, has been predicted to exist in many bacterial species. However, little is known about the function of this operon. In order to characterize this operon and assess its role in virulence, we constructed a marked deletion mutant of BMEI0066. The mutant was less able to withstand hyperosmotic conditions than wild-type (16M), but showed no significant difference with 16M when challenged by H(2)O(2). The mutant also showed increased sensitivity to elevated temperature (42 degrees C) and a reduced survival ratio under acidic conditions compared with 16M. The mutant failed to replicate in cultured murine macrophages and was rapidly cleared from the spleens of experimentally infected BALB/c mice. These findings suggest that these operon products make an important contribution to pathogenesis in mice, probably by allowing B. melitensis to adapt to the harsh environment encountered within host macrophages."
17537733,1,Plant Cell,9208688,2009,The STRUCTURAL MAINTENANCE OF CHROMOSOMES 5/6 complex promotes sister chromatid alignment and homologous recombination after DNA damage in Arabidopsis thaliana.,"Sister chromatids are often arranged as incompletely aligned entities in interphase nuclei of Arabidopsis thaliana. The STRUCTURAL MAINTENANCE OF CHROMOSOMES (SMC) 5/6 complex, together with cohesin, is involved in double-strand break (DSB) repair by sister chromatid recombination in yeasts and mammals. Here, we analyzed the function of genes in Arabidopsis. The wild-type allele of SMC5 is essential for seed development. Each of the two SMC6 homologs of Arabidopsis is required for efficient repair of DNA breakage via intermolecular homologous recombination in somatic cells. Alignment of sister chromatids is enhanced transiently after X-irradiation (and mitomycin C treatment) in wild-type nuclei. In the smc5/6 mutants, the x-ray-mediated increase in sister chromatid alignment is much lower and delayed. The reduced S phase-established cohesion caused by a knockout mutation in one of the alpha-kleisin genes, SYN1, also perturbed enhancement of sister chromatid alignment after irradiation, suggesting that the S phase-established cohesion is a prerequisite for correct DSB-dependent cohesion. The radiation-sensitive51 mutant, deficient in heteroduplex formation during DSB repair, showed wild-type frequencies of sister chromatid alignment after X-irradiation, implying that the irradiation-mediated increase in sister chromatid alignment is a prerequisite for, rather than a consequence of, DNA strand exchange between sister chromatids. Our results suggest that the SMC5/6 complex promotes sister chromatid cohesion after DNA breakage and facilitates homologous recombination between sister chromatids."
17538026,1,BioTechniques,8306785,2009,A new outlier removal approach for cDNA microarray normalization.,"Normalization is a critical step in the analysis of microarray gene expression data. For dual-labeled array, traditional normalization methods assume that the majority of genes are non-differentially expressed and that the number of overexpressed genes approximately equals the number of under-expressed genes. However, these assumptions are inappropriate in some particular conditions. Differentially expressed genes have a negative impact on normalization and are regarded as outliers in statistics. We propose a new outlier removal-based normalization method. Simulated and real data sets were analyzed, and our results demonstrate that our approach can significantly improve the precision of normalization by eliminating the impact of outliers, and efficiently identify candidates for differential expression."
17541403,1,PLoS Genet.,101239074,2009,The variant rs1867277 in FOXE1 gene confers thyroid cancer susceptibility through the recruitment of USF1/USF2 transcription factors.,"In order to identify genetic factors related to thyroid cancer susceptibility, we adopted a candidate gene approach. We studied tag- and putative functional SNPs in genes involved in thyroid cell differentiation and proliferation, and in genes found to be differentially expressed in thyroid carcinoma. A total of 768 SNPs in 97 genes were genotyped in a Spanish series of 615 cases and 525 controls, the former comprising the largest collection of patients with this pathology from a single population studied to date. SNPs in an LD block spanning the entire FOXE1 gene showed the strongest evidence of association with papillary thyroid carcinoma susceptibility. This association was validated in a second stage of the study that included an independent Italian series of 482 patients and 532 controls. The strongest association results were observed for rs1867277 (OR[per-allele] = 1.49; 95%CI = 1.30-1.70; P = 5.9x10(-9)). Functional assays of rs1867277 (NM_004473.3:c.-283G&gt;A) within the FOXE1 5' UTR suggested that this variant affects FOXE1 transcription. DNA-binding assays demonstrated that, exclusively, the sequence containing the A allele recruited the USF1/USF2 transcription factors, while both alleles formed a complex in which DREAM/CREB/alphaCREM participated. Transfection studies showed an allele-dependent transcriptional regulation of FOXE1. We propose a FOXE1 regulation model dependent on the rs1867277 genotype, indicating that this SNP is a causal variant in thyroid cancer susceptibility. Our results constitute the first functional explanation for an association identified by a GWAS and thereby elucidate a mechanism of thyroid cancer susceptibility. They also attest to the efficacy of candidate gene approaches in the GWAS era."
17541406,1,PLoS Genet.,101239074,2009,Evidence for different pathways during horizontal gene transfer in competent Bacillus subtilis cells.,"Cytological and genetic evidence suggests that the Bacillus subtilis DNA uptake machinery localizes at a single cell pole and takes up single-stranded (ss) DNA. The integration of homologous donor DNA into the recipient chromosome requires RecA, while plasmid establishment, which is independent of RecA, requires at least RecO and RecU. RecA and RecN colocalize at the polar DNA uptake machinery, from which RecA forms filamentous structures, termed threads, in the presence of chromosomal DNA. We show that the transformation of chromosomal and of plasmid DNA follows distinct pathways. In the absence of DNA, RecU accumulated at a single cell pole in competent cells, dependent on RecA. Upon addition of any kind of DNA, RecA formed highly dynamic thread structures, which rapidly grew and shrank, and RecU dissipated from the pole. RecO visibly accumulated at the cell pole only upon addition of plasmid DNA, and, to a lesser degree, of phage DNA, but not of chromosomal DNA. RecO accumulation was weakly influenced by RecN, but not by RecA. RecO annealed ssDNA complexed with SsbA in vitro, independent of any nucleotide cofactor. The DNA end-joining Ku protein was also found to play a role in viral and plasmid transformation. On the other hand, transfection with SPP1 phage DNA required functions from both chromosomal and plasmid transformation pathways. The findings show that competent bacterial cells possess a dynamic DNA recombination machinery that responds in a differential manner depending if entering DNA shows homology with recipient DNA or has self-annealing potential. Transformation with chromosomal DNA only requires RecA, which forms dynamic filamentous structures that may mediate homology search and DNA strand invasion. Establishment of circular plasmid DNA requires accumulation of RecO at the competence pole, most likely mediating single-strand annealing, and RecU, which possibly down-regulates RecA. Transfection with SPP1 viral DNA follows an intermediate route that contains functions from both chromosomal and plasmid transformation pathways."
17541407,1,J. Clin. Invest.,7802877,2009,Cyclin I activates Cdk5 and regulates expression of Bcl-2 and Bcl-XL in postmitotic mouse cells.,"Cyclin I is an atypical cyclin because it is most abundant in postmitotic cells. We previously showed that cyclin I does not regulate proliferation, but rather controls survival of podocytes, terminally differentiated epithelial cells that are essential for the structural and functional integrity of kidney glomeruli. Here, we investigated the mechanism by which cyclin I safeguards against apoptosis and found that cyclin I bound and activated cyclin-dependent kinase 5 (Cdk5) in isolated mouse podocytes and neurons. Cdk5 activity was reduced in glomeruli and brain lysates from cyclin I-deficient mice, and inhibition of Cdk5 increased in vitro the susceptibility to apoptosis in response to cellular damage. In addition, levels of the prosurvival proteins Bcl-2 and Bcl-XL were reduced in podocytes and neurons from cyclin I-deficient mice, and restoration of Bcl-2 or Bcl-XL expression prevented injury-induced apoptosis. Furthermore, we found that levels of phosphorylated MEK1/2 and ERK1/2 were decreased in cyclin I-deficient podocytes and that inhibition of MEK1/2 restored Bcl2 and Bcl-XL protein levels. Of interest, this pathway was also defective in mice with experimental glomerulonephritis. Taken together, these data suggest that a cyclin I-Cdk5 complex forms a critical antiapoptotic factor in terminally differentiated cells that functions via MAPK signaling to modulate levels of the prosurvival proteins Bcl-2 and Bcl-XL."
17541408,1,FEBS J.,101229646,2009,Simplified yet highly accurate enzyme kinetics for cases of low substrate concentrations.,"Much of enzyme kinetics builds on simplifications enabled by the quasi-steady-state approximation and is highly useful when the concentration of the enzyme is much lower than that of its substrate. However, in vivo, this condition is often violated. In the present study, we show that, under conditions of realistic yet high enzyme concentrations, the quasi-steady-state approximation may readily be off by more than a factor of four when predicting concentrations. We then present a novel extension of the quasi-steady-state approximation based on the zero-derivative principle, which requires considerably less theoretical work than did previous such extensions. We show that the first-order zero-derivative principle, already describes much more accurately the true enzyme dynamics at enzyme concentrations close to the concentration of their substrates. This should be particularly relevant for enzyme kinetics where the substrate is an enzyme, such as in phosphorelay and mitogen-activated protein kinase pathways. We illustrate this for the important example of the phosphotransferase system involved in glucose uptake, metabolism and signaling. We find that this system, with a potential complexity of nine dimensions, can be understood accurately using the first-order zero-derivative principle in terms of the behavior of a single variable with all other concentrations constrained to follow that behavior."
17543119,1,Proteomics,101092707,2009,Proteomic analysis of resting and thrombin-stimulated platelets reveals the translocation and functional relevance of HIP-55 in platelets.,"The platelet surface is a dynamic interface that changes rapidly in response to stimuli to co-ordinate the formation of thrombi at sites of vascular injury. Tight control is essential as loss of organisation may result in the inappropriate formation of thrombi (thrombosis) or excessive bleeding. In this paper we describe the comparative analysis of resting and thrombin-stimulated platelet membrane proteomes and associated proteins to identify proteins important to platelet function. Surface proteins were labelled using a biotin tag and isolated by NeurtrAvidin affinity chromatography. Liquid phase IEF and SDS-PAGE were used to separate proteins, and bands of increased intensity in the stimulated platelet fractions were digested and identified by FT-ICR mass spectrometry. Novel proteins were identified along with proteins known to be translocated to the platelet surface. Furthermore, many platelet proteins revealed changes in location associated with function, including G6B and Hip-55. HIP-55 is an SH3-binding protein important in T-cell receptor signalling. Further analysis of HIP-55 revealed that this adaptor protein becomes increasingly associated with both Syk and integrin beta3 upon platelet activation. Analysis of HIP-55 deficient platelets revealed reduced fibrinogen binding upon thrombin stimulation, suggesting HIP-55 to be an important regulator of platelet function."
